"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Amazonas","Putumayo","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","252348456.87000000","181672757.71000000","0.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2021","Municipio","Santiago de CaliValle del Cauca","Cultura","Propios de las entidades territoriales","198000000.00000000","174091937.00000000","0.00000000"
"Amazonas","Putumayo","Valle del Guamuez","2024","Municipio","Valle del GuamuezPutumayo","Educación","SGP - Sistema General de Participaciones","104994000.00000000","104994000.00000000","104994000.00000000"
"Andina","Antioquia","Ebéjico","2023","Municipio","EbéjicoAntioquia","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","451469619.00000000"
"Caribe","Bolívar","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial Migracion Colombia - Relaciones Exteriores","Relaciones Exteriores","PGN - Presupuesto General de la Nación","793282649.00000000","689577013.00000000","666320976.00000000"
"Andina","Quindio","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","675771479.85000000","675576980.74000000","666510702.16000000"
"Orinoquía","Arauca","Cravo Norte","2025","Departamento","Arauca","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Girardota","2023","Municipio","GirardotaAntioquia","Educación","Propios de las entidades territoriales","455392741.00000000","446324408.00000000","440530408.00000000"
"Andina","Cundinamarca","Guachetá","2013","Municipio","GuachetáCundinamarca","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Todo el Depto","2015","Departamento","Boyacá","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","4948586910.00000000"
"Insular","Archipiélago de San Andrés","San Andrés","2023","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","9195147592.00000000","3220399971.83000000","3221673771.83000000"
"Pacífico","Cauca","Cajibío","2013","Municipio","CajibíoCauca","Cultura","SGR - Sistema General de Regalías","0.00000000","0.00000000","693108469.50000000"
"Andina","Tolima","Todo el Depto","2023","Entidades Presupuesto Nacional - PGN","Fondo Adaptacion - Hacienda","Hacienda","PGN - Presupuesto General de la Nación","11583778.00000000","5904836.07000000","11583778.00000000"
"Andina","Cundinamarca","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","46363964.00000000","46363964.00000000","46363964.00000000"
"Orinoquía","Casanare","Aguazul","2024","Departamento","Casanare","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2013","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","8286577423.42000000","8145694987.88000000","8145694987.88000000"
"Andina","Boyacá","Zetaquira","2017","Municipio","ZetaquiraBoyacá","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2015","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","1241480478.00000000","1229165918.00000000","1025294890.00000000"
"Andina","Cundinamarca","Mosquera","2022","Municipio","MosqueraCundinamarca","Educación","SGP - Sistema General de Participaciones","87612876.00000000","87612876.00000000","87612876.00000000"
"Pacífico","Cauca","Todo el Depto","2023","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","856791616.00000000","607180697.00000000","607180697.00000000"
"Pacífico","Nariño","Sapuyes","2017","Municipio","SapuyesNariño","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","El Copey","2024","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Caldas","Todo el Depto","2021","Departamento","Caldas","Educación","Propios de las entidades territoriales","174179510.00000000","174179510.00000000","174179510.00000000"
"Andina","Cundinamarca","Zipacón","2022","Municipio","ZipacónCundinamarca","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2011","Entidades Presupuesto Nacional - PGN","Instituto Caro y Cuervo - Cultura","Cultura","PGN - Presupuesto General de la Nación","91704120.00000000","11208220.00000000","11208220.00000000"
"Andina","Santander","Gámbita","2022","Municipio",,"Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Risaralda","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","12205540.00000000","12205540.00000000","12205540.00000000"
"Andina","Norte de Santander","Villa Caro","2023","Municipio","Villa CaroNorte de Santander","Cultura","SGP - Sistema General de Participaciones","157600000.00000000","157600000.00000000","157600000.00000000"
"Caribe","Magdalena","Santa Bárbara de Pinto","2022","Municipio","Santa Bárbara de PintoMagdalena","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Santa María","2020","Municipio","Santa MaríaBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Santander","Barrancabermeja","2012","Municipio","BarrancabermejaSantander","Interior","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Atlántico","Tubará","2025","Entidades Presupuesto Nacional - PGN","Agencia Nacional de Infraestructura - ANI - Transporte","Transporte","PGN - Presupuesto General de la Nación","25357321418.44000000","6975365412.62000000","6975365412.62000000"
"Andina","Tolima","Ambalema","2018","Municipio","AmbalemaTolima","Interior","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Albán","2021","Municipio","AlbánNariño","Transporte","Propios de las entidades territoriales","23321524.00000000","23321524.00000000","23321524.00000000"
"Caribe","Córdoba","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","1284034644.00000000","998405134.00000000","998405134.00000000"
"Caribe","Bolívar","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","52584224554.00000000","51584224554.00000000","22584224554.00000000"
"Pacífico","Nariño","Pasto","2010","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","674863308.00000000","605053620.00000000","605053620.00000000"
"Amazonas","Caquetá","Albania","2024","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","150511526.60000000","0.00000000","0.00000000"
"Andina","Norte de Santander","Cácota","2019","Municipio","CácotaNorte de Santander","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","160000000.00000000"
"Orinoquía","Casanare","Maní","2022","Municipio","ManíCasanare","Gobierno Territorial","Propios de las entidades territoriales","545221881.00000000","158823333.27000000","158823333.27000000"
"Andina","Huila","Palermo","2019","Municipio","PalermoHuila","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","7965728.00000000"
"Nacional","Nacional","Nacional","2017","Privada","Estudiantes","Educación","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Miraflores","2014","Municipio","MirafloresBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Ipiales","2021","Municipio","IpialesNariño","Transporte","SGP - Sistema General de Participaciones","351986020.00000000","19537152.00000000","13024768.00000000"
"Amazonas","Amazonas","Todo el Depto","2008","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2011","Entidades Presupuesto Nacional - PGN","Agencia Nacional de Infraestructura - ANI - Transporte","Transporte","PGN - Presupuesto General de la Nación","5895696341.00000000","5143994920.37000000","4974987540.75000000"
"Andina","Tolima","Todo el Depto","2023","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","1925142600.00000000","495047798.31000000","500906336.71000000"
"Pacífico","Valle del Cauca","El Águila","2024","Municipio","El ÁguilaValle del Cauca","Educación","SGP - Sistema General de Participaciones","20000000.00000000","20000000.00000000","20000000.00000000"
"Andina","Boyacá","Motavita","2023","Municipio","MotavitaBoyacá","Gobierno Territorial","Propios de las entidades territoriales","5000000.00000000","5000000.00000000","5000000.00000000"
"Andina","Cundinamarca","Todo el Depto","2023","Departamento","Cundinamarca","Educación","Propios de las entidades territoriales","145561527.36000000","0.00000000","0.00000000"
"Andina","Tolima","Planadas","2013","Municipio","PlanadasTolima","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1134654588.20000000"
"Caribe","Bolívar","San Jacinto del Cauca","2024","Municipio","San Jacinto del CaucaBolívar","Educación","SGP - Sistema General de Participaciones","278542117.00000000","278542117.00000000","0.00000000"
"Andina","Quindio","Filandia","2024","Municipio","FilandiaQuindio","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2011","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","2426777199.00000000","0.00000000","0.00000000"
"Andina","Norte de Santander","El Tarra","2016","Municipio","El TarraNorte de Santander","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Tolima","Palocabildo","2022","Municipio","PalocabildoTolima","Educación","SGP - Sistema General de Participaciones","130241603.00000000","130241603.00000000","130241603.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Ministerio de Transporte - Transporte","Transporte","PGN - Presupuesto General de la Nación","210381233992.00000000","210381000000.00000000","0.00000000"
"Pacífico","Valle del Cauca","Cartago","2021","Municipio","CartagoValle del Cauca","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Armenia","2021","Municipio","ArmeniaQuindio","Gobierno Territorial","Propios de las entidades territoriales","2314606400.00000000","2314606400.00000000","2314606400.00000000"
"Pacífico","Nariño","Albán","2022","Municipio","AlbánNariño","Cultura","SGP - Sistema General de Participaciones","203000000.00000000","203000000.00000000","203000000.00000000"
"Caribe","La Guajira","Uribia","2025","Municipio","UribiaLa Guajira","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Santander","Girón","2020","Empresa pública","Policia Nacional - Policia","Transporte","Propios de las EICE y SEM","394489550.00000000","394489550.00000000","394489550.00000000"
"Andina","Antioquia","San Pedro de Urabá","2022","Municipio","San Pedro de UrabáAntioquia","Gobierno Territorial","SGP - Sistema General de Participaciones","310439835.00000000","310439835.00000000","284569849.00000000"
"Andina","Antioquia","Girardota","2016","Municipio","GirardotaAntioquia","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Norte de Santander","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","76199448.00000000","76199448.00000000","76199448.00000000"
"Andina","Cundinamarca","Cajicá","2023","Municipio","CajicáCundinamarca","Gobierno Territorial","Propios de las entidades territoriales","334366660.11000000","332266660.11000000","332266660.11000000"
"Amazonas","Putumayo","Todo el Depto","2019","Departamento","Putumayo","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","11595773587.01000000"
"Caribe","Cesar","El Copey","2024","Municipio","El CopeyCesar","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2024","Entidades Presupuesto Nacional - PGN","Departamento Administrativo de la Funcion Publica - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","2276369240.00000000","2104261410.00000000","2104261410.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2023","Municipio","Bogotá D.C.Bogotá D.C.","Hacienda","Propios de las entidades territoriales","2017816130.00000000","1072836407.00000000","1072836407.00000000"
"Pacífico","Cauca","Florencia","2019","Municipio","FlorenciaCauca","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Úmbita","2014","Municipio","ÚmbitaBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2017","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","5685935419.00000000","5680466324.00000000","5680466324.00000000"
"Andina","Cundinamarca","Paime","2028","Municipio","PaimeCundinamarca","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Nechí","2024","Entidades Presupuesto Nacional - PGN","Instituto Colombiano de Antropologia e Historia - Cultura","Cultura","PGN - Presupuesto General de la Nación","2396842.00000000","2396842.00000000","2396842.00000000"
"Caribe","Atlántico","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","6974359.50000000","6974359.50000000","6974359.50000000"
"Andina","Quindio","Salento","2022","Municipio","SalentoQuindio","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Todo el Depto","2012","Departamento","Meta","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","234027977.00000000"
"Andina","Antioquia","Ebéjico","2025","Entidades Presupuesto Nacional - PGN","Agencia Nacional de Infraestructura - ANI - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Campohermoso","2021","Municipio","CampohermosoBoyacá","Educación","SGP - Sistema General de Participaciones","40836527.00000000","40836527.00000000","40836527.00000000"
"Orinoquía","Meta","Villavicencio","2017","Privada","Credito","Transporte","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Pacífico","Cauca","Argelia","2023","Municipio","ArgeliaCauca","Gobierno Territorial","Propios de las entidades territoriales","54121512.00000000","54121512.00000000","54121512.00000000"
"Orinoquía","Vichada","Santa Rosalía","2025","Municipio","Santa RosalíaVichada","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Mosquera","2017","Municipio","MosqueraNariño","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","365073010.00000000"
"Orinoquía","Meta","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","87037764.00000000","65900309.00000000","43033411.00000000"
"Caribe","Bolívar","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","661276194.00000000","647174682.00000000","646416692.00000000"
"Caribe","La Guajira","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Santa Rosa de Osos","2022","Municipio","Santa Rosa de OsosAntioquia","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Armenia","2024","Municipio","ArmeniaQuindio","Trabajo","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Paya","2024","Municipio","PayaBoyacá","Cultura","SGP - Sistema General de Participaciones","560842900.00000000","560842900.00000000","560842900.00000000"
"Orinoquía","Casanare","Trinidad","2023","Municipio","TrinidadCasanare","Gobierno Territorial","Propios de las entidades territoriales","174264009.00000000","143915724.50000000","143915724.50000000"
"Caribe","La Guajira","Albania","2024","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","San Roque","2024","Municipio","San RoqueAntioquia","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","399999999.39000000"
"Andina","Cundinamarca","La Palma","2024","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","16545815.00000000","10484448.00000000","8030749.00000000"
"Andina","Caldas","Anserma","2022","Municipio","AnsermaCaldas","Gobierno Territorial","Propios de las entidades territoriales","189396184.00000000","51304457.00000000","0.00000000"
"Andina","Huila","La Plata","2023","Municipio","La PlataHuila","Educación","SGP - Sistema General de Participaciones","2048720235.00000000","2048720235.00000000","2048720235.00000000"
"Orinoquía","Meta","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","179512627.37000000","0.00000000","0.00000000"
"Andina","Caldas","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","331260020.00000000","39846611.00000000","39846611.00000000"
"Andina","Caldas","Todo el Depto","2013","Departamento","Caldas","Cultura","SGR - Sistema General de Regalías","0.00000000","0.00000000","984969448.00000000"
"Andina","Norte de Santander","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","356532191.00000000","173253640.00000000","173253640.00000000"
"Caribe","Bolívar","Morales","2025","Municipio","MoralesBolívar","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Huila","Acevedo","2015","Municipio","AcevedoHuila","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","642965174.00000000"
"Andina","Norte de Santander","El Zulia","2012","Municipio","El ZuliaNorte de Santander","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","319394585.00000000"
"Andina","Tolima","Planadas","2021","Municipio","PlanadasTolima","Gobierno Territorial","SGP - Sistema General de Participaciones","31440168.00000000","22018493.00000000","22018493.00000000"
"Orinoquía","Vichada","Puerto Carreño","2021","Municipio","Puerto CarreñoVichada","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Muzo","2024","Municipio","MuzoBoyacá","Cultura","SGP - Sistema General de Participaciones","87452999.95000000","87452999.95000000","87452999.95000000"
"Andina","Antioquia","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","24535814321.00000000","21908031705.00000000","21906984193.00000000"
"Caribe","Córdoba","Todo el Depto","2025","Departamento","Córdoba","Transporte","Propios de las entidades territoriales","107187000.00000000","9732000.00000000","4985000.00000000"
"Andina","Caldas","Anserma","2022","Municipio","sin Entidad","Gobierno Territorial","Propios de las entidades territoriales","5000000.00000000","5000000.00000000","5000000.00000000"
"Pacífico","Nariño","Todo el Depto","2025","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","22601471516.00000000","9260044615.00000000","9260044615.00000000"
"Andina","Quindio","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Ministerio de Transporte - Transporte","Transporte","PGN - Presupuesto General de la Nación","33789000000.00000000","33789000000.00000000","9450153449.81000000"
"Andina","Cundinamarca","La Vega","2023","Municipio","La VegaCundinamarca","Empleo Público","SGP - Sistema General de Participaciones","30000000.00000000","20400000.00000000","20400000.00000000"
"Andina","Antioquia","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","827369993.00000000","827369993.00000000","827369993.00000000"
"Nacional","Nacional","Nacional","2021","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Sordos - INSOR - Educación","Educación","PGN - Presupuesto General de la Nación","922664461.00000000","886272275.00000000","886272275.00000000"
"Andina","Boyacá","Ciénega","2018","Municipio","CiénegaBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2019","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","14396445673.00000000","10996445673.00000000","10996445673.00000000"
"Insular","Archipiélago de San Andrés","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","455233326.00000000","455233326.00000000","455233326.00000000"
"Andina","Cundinamarca","San Bernardo","2015","Municipio","San BernardoCundinamarca","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","409999999.00000000"
"Amazonas","Vaupés","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","35618058.00000000","32056252.00000000","32056252.00000000"
"Orinoquía","Meta","Villavicencio","2011","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","1707515386.11000000","1153685110.36000000","881809670.05000000"
"Caribe","Bolívar","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","12403494472.00000000","12403494472.00000000","12403494472.00000000"
"Andina","Antioquia","Peñol","2022","Municipio","PeñolAntioquia","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2020","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","17854542356.21000000","17798077028.21000000","17798077028.21000000"
"Andina","Boyacá","Chíquiza","2024","Departamento","Boyacá","Educación","SGP - Sistema General de Participaciones","914804.00000000","914804.00000000","914804.00000000"
"Caribe","Magdalena","San Sebastián de Buenavista","2022","Municipio","San Sebastián de BuenavistaMagdalena","Educación","SGP - Sistema General de Participaciones","363634408.00000000","363634408.00000000","363634408.00000000"
"Andina","Huila","Todo el Depto","2018","Departamento","Huila","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","66278634.08000000"
"Andina","Norte de Santander","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","862117961.82000000","825220801.95000000","743204506.96000000"
"Pacífico","Valle del Cauca","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Ministerio del Interior - Interior","Interior","PGN - Presupuesto General de la Nación","39687500.00000000","39687500.00000000","39687500.00000000"
"Andina","Santander","El Carmen de Chucurí","2024","Municipio","El Carmen de ChucuríSantander","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Puerto López","2022","Municipio","Puerto LópezMeta","Gobierno Territorial","Propios de las entidades territoriales","104448391.00000000","101003382.00000000","101003382.00000000"
"Andina","Norte de Santander","Todo el Depto","2015","Departamento","Norte de Santander","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","126880994.14000000"
"Andina","Risaralda","Balboa","2025","Municipio","BalboaRisaralda","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Caldas","Todo el Depto","2008","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","399779835.00000000","393669379.00000000","393669379.00000000"
"Orinoquía","Meta","Puerto López","2018","Municipio","Puerto LópezMeta","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Tunja","2019","Municipio","TunjaBoyacá","Planeación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Arauca","Arauca","2012","Municipio","AraucaArauca","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Jerusalén","2025","Municipio","JerusalénCundinamarca","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","San Martín","2023","Municipio","San MartínCesar","Gobierno Territorial","Propios de las entidades territoriales","64000000.00000000","60000000.00000000","60000000.00000000"
"Nacional","Nacional","Nacional","2015","Entidades Presupuesto Nacional - PGN","Ministerio de Transporte - Transporte","Transporte","PGN - Presupuesto General de la Nación","87465300.00000000","59136457.90000000","59136457.90000000"
"Andina","Norte de Santander","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","112361258.00000000","109770424.00000000","96901094.00000000"
"Nacional","Nacional","Nacional","2020","Entidades Presupuesto Nacional - PGN","Instituto Tolimense de Formacion Tecnica Profesional - Educación","Educación","PGN - Presupuesto General de la Nación","228785080.00000000","228501895.00000000","228501895.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2021","Municipio","Santiago de CaliValle del Cauca","Gobierno Territorial","Propios de las entidades territoriales","2730371000.00000000","2712551733.00000000","2448754000.00000000"
"Caribe","Córdoba","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","465221652.69000000","451730907.39000000","451730907.39000000"
"Caribe","Sucre","Todo el Depto","2020","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","14127000.00000000","14127000.00000000","14127000.00000000"
"Andina","Boyacá","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","37321079619.86000000","36497261952.98000000","36464047354.79000000"
"Andina","Norte de Santander","Cáchira","2022","Municipio","CáchiraNorte de Santander","Educación","SGP - Sistema General de Participaciones","1778455.00000000","1778455.00000000","1778455.00000000"
"Amazonas","Caquetá","Morelia","2025","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Caribe","Magdalena","Todo el Depto","2024","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","398138554.00000000","446590908.00000000","446590908.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2023","Municipio","Santiago de CaliValle del Cauca","Cultura","Propios de las entidades territoriales","137302297.00000000","137302297.00000000","137302297.00000000"
"Pacífico","Nariño","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","9000000000.00000000","9000000000.00000000","9000000000.00000000"
"Amazonas","Caquetá","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","136068692.00000000","136068692.00000000","136068692.00000000"
"Nacional","Nacional","Nacional","2014","Privada","Empresa Colombiana de Petroleos-ecopetrol.","Educación","Propios de los privados","0.00000000","0.00000000","0.00000000"
