"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2020","Municipio","Bogotá D.C.Bogotá D.C.","Transporte","Propios de las entidades territoriales","8336026321.00000000","1611820950.00000000","1611820950.00000000"
"Andina","Boyacá","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","29734397.00000000","29734397.00000000","29734397.00000000"
"Andina","Quindio","Todo el Depto","2008","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","106533171.00000000","106533171.00000000","106533171.00000000"
"Orinoquía","Meta","San Juan de Arama","2020","Municipio","San Juan de AramaMeta","Planeación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Atlántico","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Escuela Superior de Administracion Publica - ESAP - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","750438.00000000","750436.00000000","750436.00000000"
"Andina","Quindio","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","32932755.46000000","32932755.46000000","32932755.46000000"
"Andina","Antioquia","Girardota","2023","Municipio","GirardotaAntioquia","Cultura","Propios de las entidades territoriales","673141543.00000000","673141543.00000000","673141543.00000000"
"Amazonas","Putumayo","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Ministerio del Interior - Interior","Interior","PGN - Presupuesto General de la Nación","17708334.00000000","17708320.00000000","17708320.00000000"
"Orinoquía","Casanare","Aguazul","2025","Municipio","AguazulCasanare","Gobierno Territorial","Propios de las entidades territoriales","1693175000.00000000","537869996.51000000","537869996.51000000"
"Andina","Tolima","Alvarado","2019","Municipio","AlvaradoTolima","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2023","Departamento","Valle del Cauca","Educación","Propios de las entidades territoriales","679204000.00000000","679204000.00000000","679204000.00000000"
"Andina","Antioquia","Medellín","2022","Municipio","MedellínAntioquia","Educación","Propios de las entidades territoriales","70203480130.00000000","69697064842.00000000","67861450802.00000000"
"Orinoquía","Vichada","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","74090909.00000000","23642811.00000000","23642811.00000000"
"Andina","Antioquia","La Estrella","2023","Municipio","La EstrellaAntioquia","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2025","Departamento","Valle del Cauca","Gobierno Territorial","Propios de las entidades territoriales","12000000.00000000","4000000.00000000","4000000.00000000"
"Caribe","Magdalena","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Instituto Geografico Agustin Codazzi - IGAC - Información Estadística","Información Estadística","PGN - Presupuesto General de la Nación","710786526.00000000","708810536.00000000","708810536.00000000"
"Orinoquía","Casanare","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","80819469.00000000","80736819.00000000","75829960.00000000"
"Andina","Antioquia","Pueblorrico","2024","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","960000.00000000","160000.00000000","160000.00000000"
"Pacífico","Nariño","Cumbitara","2021","Municipio","CumbitaraNariño","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Sucre","Sampués","2012","Municipio","SampuésSucre","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","40500000.00000000"
"Pacífico","Valle del Cauca","Todo el Depto","2022","Privada","Recursos de Gestión de la Secretaria de Asuntos Étnicos","Cultura","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Caribe","Córdoba","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","1785185184.00000000","1593992076.00000000","1593915861.00000000"
"Pacífico","Valle del Cauca","El Cairo","2024","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","16726085.00000000","10598679.00000000","8118246.00000000"
"Andina","Antioquia","Entrerríos","2013","Municipio","EntrerríosAntioquia","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","64643784.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2021","Municipio","Bogotá D.C.Bogotá D.C.","Trabajo","Propios de las entidades territoriales","550131150.00000000","173130000.00000000","173130000.00000000"
"Andina","Cundinamarca","Carmen de Carupa","2023","Municipio","Carmen de CarupaCundinamarca","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2024","Municipio","Santiago de CaliValle del Cauca","Educación","SGP - Sistema General de Participaciones","88331461.00000000","88331461.00000000","88331461.00000000"
"Caribe","Magdalena","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","1600000000.00000000","1600000000.00000000","1600000000.00000000"
"Andina","Antioquia","Puerto Berrío","2025","Municipio","Puerto BerríoAntioquia","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","43343370.00000000"
"Andina","Cundinamarca","Funza","2021","Municipio","FunzaCundinamarca","Educación","SGP - Sistema General de Participaciones","310472027.00000000","270786.98000000","270786.98000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2022","Municipio","Bogotá D.C.Bogotá D.C.","Gobierno Territorial","Propios de las entidades territoriales","126483300.00000000","118663800.00000000","118663800.00000000"
"Andina","Tolima","Alvarado","2022","Municipio","AlvaradoTolima","Información Estadística","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Contadero","2025","Municipio","ContaderoNariño","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Casanare","Tauramena","2023","Municipio","TauramenaCasanare","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","54866591.00000000","54866591.00000000","28433225.00000000"
"Andina","Norte de Santander","El Zulia","2019","Municipio","El ZuliaNorte de Santander","Empleo Público","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Sucre","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","25000000.00000000","0.00000000","0.00000000"
"Caribe","Córdoba","San Pelayo","2014","Municipio","San PelayoCórdoba","Educación","Sin Definir","0.00000000","0.00000000","126187568.20000000"
"Andina","Risaralda","Todo el Depto","2020","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","201675118.00000000","13653791.00000000","13653791.00000000"
"Orinoquía","Arauca","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","102434367.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2016","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","14000000.00000000","14000000.00000000","14000000.00000000"
"Orinoquía","Vichada","Cumaribo","2019","Municipio","CumariboVichada","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Santander","San Vicente de Chucurí","2015","Municipio","San Vicente de ChucuríSantander","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","3398539932.59000000"
"Caribe","Bolívar","Santa Catalina","2024","Municipio","Santa CatalinaBolívar","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","139502919.28000000"
"Pacífico","Cauca","Villa Rica","2023","Privada","Esal","Cultura","Propios de los privados","186377487.00000000","186377487.00000000","186377487.00000000"
"Andina","Cundinamarca","La Calera","2021","Municipio","La CaleraCundinamarca","Trabajo","Propios de las entidades territoriales","29729466.00000000","28480491.00000000","28480491.00000000"
"Andina","Santander","Bucaramanga","2024","Municipio","BucaramangaSantander","Gobierno Territorial","Propios de las entidades territoriales","54387500.00000000","37929500.00000000","37929500.00000000"
"Pacífico","Cauca","Popayán","2025","Municipio","PopayánCauca","Gobierno Territorial","Propios de las entidades territoriales","721217000.00000000","92004000.00000000","92004000.00000000"
"Orinoquía","Meta","Mesetas","2025","Municipio","MesetasMeta","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","Río de Oro","2021","Municipio","Río de OroCesar","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Tolima","Todo el Depto","2018","Departamento","Tolima","Hacienda","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Amazonas","Putumayo","San Miguel","2017","Municipio","San MiguelPutumayo","Cultura","SGR - Sistema General de Regalías","0.00000000","0.00000000","645779305.00000000"
"Pacífico","Nariño","Buesaco","2023","Municipio","BuesacoNariño","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","La Vega","2023","Municipio","La VegaCundinamarca","Hacienda","Propios de las entidades territoriales","71200000.00000000","59275548.00000000","59275548.00000000"
"Orinoquía","Vichada","Puerto Carreño","2012","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","16618169.00000000","14842215.00000000","10704148.00000000"
"Nacional","Nacional","Nacional","2008","Entidades Presupuesto Nacional - PGN","Fondo Nacional de Regalias - Planeación","Planeación","PGN - Presupuesto General de la Nación","402308064.00000000","361897344.00000000","361897344.00000000"
"Orinoquía","Meta","Fuente de Oro","2023","Municipio","Fuente de OroMeta","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","14258152.19000000"
"Nacional","Nacional","Nacional","2018","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","183940753.00000000","108316403.00000000","108316403.00000000"
"Orinoquía","Casanare","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial del Servicio Publico de Empleo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","74146017.76000000","69567570.48000000","61212543.96000000"
"Andina","Santander","Todo el Depto","2009","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","94380516.00000000","94380516.00000000","94380516.00000000"
"Caribe","Sucre","San Marcos","2017","Municipio","San MarcosSucre","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","43132665.86000000"
"Andina","Santander","Bucaramanga","2025","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","190769230.00000000","180769230.00000000","180769230.00000000"
"Andina","Cundinamarca","Soacha","2016","Municipio","SoachaCundinamarca","Empleo Público","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Buenaventura","2019","Municipio","BuenaventuraValle del Cauca","Registraduría","Propios de las entidades territoriales","88215000.00000000","88215000.00000000","76715000.00000000"
"Andina","Tolima","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","430000000.00000000","430000000.00000000","0.00000000"
